isolated prestige,isolated citations,relational prestige,relational citations,review score
"[True, True, True, False, True]","[29, 5, 2, 1907, 921]","[True, True, True, True, True, True, True, True]","[2960, 11048, 8, 2258, 66, 17219, 52, 95]",0.6296296296296297
"[True, False, True, True]","[153, 701, 58, 7902]","[True, True, True, True]","[24, 90, 60, 145]",0.4814814814814814
"[True, True, True, True, True, True]","[103, 1706, 1156, 3257, 1697, 8519]","[True, True, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True]","[32, 46, 753, 844, 888, 5511, 188, 1369, 216, 5511, 11, 2277, 127, 146, 3364, 226, 2927, 1491, 810, 219, 3988, 3354, 266, 0, 1, 59, 130, 121, 12226, 4765, 31, 9, 237, 3705, 682, 14062, 927, 75, 203, 10106, 77, 6708, 5667, 12226, 6, 4008, 5966, 21, 3822, 10194, 860, 1026, 96, 3372, 306, 1247, 142, 227, 894, 9920, 14891, 2152, 18, 163, 12289, 242, 180, 4116, 113, 116]",0.5555555555555557
"[False, False, False, False, False]","[368, 36, 404, 5381, 3618]","[False, False, False, True, False, False, True, False, False, True]","[264, 368, 180, 4996, 105, 8, 249, 1063, 55, 138]",0.4444444444444444
"[True, True, False]","[503, 479, 91]","[True, True, True, True, False, True, True, True, True, True]","[583, 11048, 1548, 2046, 723, 77, 365, 17, 27, 14]",0.7777777777777778
"[True, True, True, False]","[6, 2, 9, 980]","[False, False, False, True, True, True, True]","[0, 0, 1019, 732, 13, 14, 8834]",0.5925925925925926
"[True, True, True, True, False, True, False]","[20, 564, 133, 0, 137, 506, 10105]","[True, False, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, False, True, True, True, False, False, True]","[0, 0, 365, 0, 0, 1307, 331, 2014, 285, 72, 188, 180, 831, 48334, 0, 10, 3372, 178, 1010, 33815, 199, 8, 32, 831]",0.2962962962962963
"[True, True]","[815, 12705]","[True, False, False, False]","[396, 3686, 6512, 4443]",0.5185185185185185
"[True, True, False]","[0, 1033, 4195]",[],[],0.2962962962962963
"[False, False]","[29, 464]",[],[],0.14814814814814814
"[True, True, True, True]","[22, 120, 2067, 33815]","[True, True, True, True, False]","[3372, 285, 365, 180, 10105]",0.25925925925925924
"[True, True, True]","[10, 170, 10456]","[True, True, False, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, False]","[621, 16, 289, 0, 9896, 1384, 1528, 1718, 19, 12451, 22, 1035, 621, 53, 20, 3020, 81, 8, 70, 163, 215, 12916, 31, 2590, 14437, 1035, 29166, 707, 310, 192, 567, 1123, 89, 1217, 246, 12, 8, 6744, 56930, 10, 23, 50207, 7308, 0]",0.4814814814814814
"[True, True, True]","[96, 13, 1367]",[],[],0.5555555555555555
"[False, False, False, False, False, False]","[32, 3834, 73, 28647, 3845, 4111]","[True, True, True, False, True]","[1054, 18844, 1853, 647, 18844]",0.4444444444444445
"[True, True, True]","[1974, 491, 9896]","[True, True, True, False, True, True, False, False, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, False]","[621, 1594, 16, 7515, 16, 10456, 339, 1528, 1217, 48, 485, 9920, 141, 2408, 9629, 621, 6832, 42939, 1502, 153, 60, 669, 10456, 1166, 1141, 55]",0.3703703703703704
"[True, False, True]","[4, 0, 5104]","[False, True, True]","[193, 1, 2]",0.5555555555555555
"[False, True, True, False, True]","[647, 1853, 1054, 28647, 18844]","[True, True, True, True, True, False, False, True, False, False, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True, False, True, True, True, False, False, True, False, False, False]","[18844, 22, 1067, 487, 6953, 3845, 0, 1929, 87, 391, 90, 92, 2726, 2360, 804, 497, 801, 0, 746, 32, 71, 0, 12, 3180, 478, 1424, 488, 3834, 39, 2, 17, 20, 73, 52, 0, 42, 4111]",0.6296296296296295
"[True, True]","[7, 2356]","[True, False]","[0, 534]",0.5555555555555555
"[True, True, True]","[22, 44, 1481]",[],[],0.4444444444444444
"[True, True, False, True, True]","[36, 1516, 0, 1600, 4418]",[],[],0.3703703703703704
"[False, False, True]","[1553, 19162, 405]","[True, True, True]","[494, 10456, 7884]",0.5925925925925926
"[True, True, True]","[3, 1, 4751]","[False, True, False, True]","[2540, 58, 5951, 493]",0.4444444444444445
"[False, False, False, False]","[30905, 4, 8, 19]",[],[],0.2962962962962963
"[True, True, True, True, False]","[5, 16, 35, 7, 3027]",[],[],0.4444444444444444
"[True, True, True]","[118, 80, 0]",[],[],0.5555555555555555
"[True, True, True, True]","[22, 120, 2067, 33815]","[True, True, True, True, False]","[3372, 285, 365, 180, 10105]",0.25925925925925924
"[False, False]","[29, 464]",[],[],0.14814814814814814
"[False, False, False]","[2, 30, 6782]",[],[],0.3333333333333333
"[False, False, True, True]","[267, 7893, 21, 0]",[],[],0.5925925925925926
"[True, True, False, True, True, True, True, True, True, True, True, True, True]","[266, 130, 219, 21, 142, 216, 10106, 4765, 3257, 12289, 927, 894, 3364]","[True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1486, 32, 2088, 162, 753, 103, 844, 1531, 1156, 188, 11, 127, 146, 1911, 1072, 151, 12, 1800, 1697, 810, 337, 57, 97, 335, 2530, 446, 14, 616, 158, 66, 3705, 75, 203, 6708, 5667, 71, 4008, 971, 10194, 1706, 593, 22816, 1247, 8519, 13, 14891, 9920, 542, 163, 1455, 4116, 606, 113, 37]",0.5555555555555556
"[False, False]","[0, 3946]","[False, False, False, False, False]","[22, 17, 1533, 264, 257]",0.3703703703703703
"[True, False, True]","[18, 15, 15]",[],[],0.4074074074074074
"[False, False, False, False, False, False]","[32, 3834, 73, 28647, 3845, 4111]","[True, True, True, False, True]","[1054, 18844, 1853, 647, 18844]",0.4444444444444445
"[True, True, True]","[1974, 491, 9896]","[True, True, True, False, True, True, False, False, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, False]","[621, 1594, 16, 7515, 16, 10456, 339, 1528, 1217, 48, 485, 9920, 141, 2408, 9629, 621, 6832, 42939, 1502, 153, 60, 669, 10456, 1166, 1141, 55]",0.3703703703703704
"[True, False, True]","[4, 0, 5104]","[False, True, True]","[193, 1, 2]",0.5555555555555555
"[False, True, True, False, True]","[647, 1853, 1054, 28647, 18844]","[True, True, True, True, True, False, False, True, False, False, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True, False, True, True, True, False, False, True, False, False, False]","[18844, 22, 1067, 487, 6953, 3845, 0, 1929, 87, 391, 90, 92, 2726, 2360, 804, 497, 801, 0, 746, 32, 71, 0, 12, 3180, 478, 1424, 488, 3834, 39, 2, 17, 20, 73, 52, 0, 42, 4111]",0.6296296296296295
"[True, False, False]","[10, 5951, 1193]","[False, True, True, True]","[2540, 4751, 58, 493]",0.5185185185185185
"[True, True, True]","[10, 170, 10456]","[True, True, False, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, False]","[621, 16, 289, 0, 9896, 1384, 1528, 1718, 19, 12451, 22, 1035, 621, 53, 20, 3020, 81, 8, 70, 163, 215, 12916, 31, 2590, 14437, 1035, 29166, 707, 310, 192, 567, 1123, 89, 1217, 246, 12, 8, 6744, 56930, 10, 23, 50207, 7308, 0]",0.4814814814814814
"[True, True, True]","[96, 13, 1367]",[],[],0.5555555555555555
"[True, True]","[7, 2356]","[True, False]","[0, 534]",0.5555555555555555
"[True, True, True]","[22, 44, 1481]",[],[],0.4444444444444444
"[True, True, True, True, True]","[15, 78, 177, 65, 2919]","[True, True]","[149, 433]",0.6296296296296297
"[True, True, True, False]","[424, 1206, 3036, 1305]","[True, True, True, True, False, True, True, True, True, True, True, False, False, True, True]","[1848, 65, 11048, 17, 2633, 3879, 82, 485, 744, 1055, 17, 9332, 3241, 158, 518]",0.4814814814814814
"[False, True]","[8, 315]",[],[],0.6296296296296297
"[True, True, True, False]","[208, 226, 6360, 34698]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1546, 4, 73, 88, 6719, 287, 1486, 27, 248, 1, 1, 34, 1793, 1863, 68]",0.5555555555555555
"[False, True]","[57, 9134]",[],[],0.2222222222222222
"[True, True, True, True, True, False]","[6176, 4165, 1, 311, 10, 2743]","[True, True, True, True, True, True, True, True]","[9, 42, 337, 305, 4, 1301, 304, 12]",0.4814814814814814
"[True, True, False, False, True]","[11, 17, 191, 1198, 6393]","[True, False, True, True, True, True, False, False, False, True, False, True, True, True, False, True, False, False, True, False, True, True, False, True, False, True, True]","[72, 12666, 1081, 1166, 10821, 14, 44, 77767, 67, 11048, 709, 6393, 278, 177, 256, 2763, 10, 67323, 1123, 0, 2440, 439, 3452, 2440, 3686, 1179, 124]",0.3703703703703704
"[False, False, False, False, False]","[28, 9603, 1678, 654, 126]",[True],[4],0.3703703703703703
"[True, True, True, True, True, True]","[579, 10, 130, 443, 2549, 24219]","[True, True, True, True, False, True, False, False, True, True, True, True, True, False, False, True, True, True, False, True, True, False, True, False, False, True, True, False]","[103, 0, 406, 7, 203, 348, 0, 8720, 8575, 11048, 0, 248, 24616, 2284, 1848, 21, 30, 65, 8722, 352, 675, 4, 7, 2588, 28, 2028, 1252, 3]",0.6666666666666666
"[False, True]","[65, 3699]",[],[],0.3703703703703703
"[True, True]","[1, 19561]",[],[],0.4444444444444444
"[True, True, True]","[11, 43, 19770]",[],[],0.4444444444444444
"[True, True, True]","[153, 81, 4642]",[],[],0.5185185185185185
"[True, True, True, True]","[864, 237, 11, 441]","[False, False]","[338, 9]",0.6666666666666666
"[False, False]","[147, 10123]",[],[],0.5925925925925926
"[False, False, False]","[0, 942, 13141]",[],[],0.25925925925925924
"[True, True, False, True, True]","[325, 34, 0, 48334, 815]","[True, True, True, False, True, False, True, False, True, True, True, False, False, True, True, True, True, True, False, True, False, True, True, True, True, True, False, True]","[547, 244, 37, 1307, 60, 2014, 3413, 0, 83, 8783, 5511, 0, 136, 284, 213, 98, 96, 86, 20176, 19, 178, 244, 133, 82, 230, 19312, 32, 3218]",0.4444444444444445
"[False, False, False]","[3, 7, 199]","[True, False, False, False, False, True, False, False]","[230, 7748, 746, 6694, 1029, 1, 5501, 0]",0.6666666666666666
"[True, False, True]","[2, 15308, 22452]",[],[],0.4444444444444445
"[False, True, True, False]","[6230, 15, 946, 87]","[False, False, True, False, False, True, True, True, False, True]","[3155, 577, 337, 6880, 41, 0, 88, 8718, 1772, 3064]",0.5925925925925926
"[True, False, True, True]","[104, 0, 2, 10]","[True, True, True, False]","[0, 1, 0, 79]",0.3703703703703704
"[True, True, True, False, True, False, True, True, True]","[32, 3372, 188, 127, 113, 0, 96, 1697, 5511]","[True, True, True, False, False, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True]","[46, 753, 103, 844, 888, 1156, 5511, 3413, 1369, 11, 2277, 226, 2927, 1491, 810, 337, 3988, 3354, 84, 1, 815, 14, 121, 12226, 31, 4765, 9, 237, 3705, 682, 14062, 19312, 75, 8060, 203, 12226, 6, 4008, 860, 1026, 1706, 284, 306, 8519, 1247, 3257, 142, 14891, 9920, 2152, 18, 242, 180, 888, 350, 116]",0.6296296296296297
"[True, True, True, True]","[124, 23, 1491, 6858]",[True],[19],0.4444444444444445
"[True, False, False, False, True]","[13, 0, 0, 517, 475]",[],[],0.5185185185185185
"[True, True, True, True, False, False, True]","[81, 192, 1035, 215, 14437, 1528, 10456]","[True, True, False, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, False, False, True, True, True, False]","[621, 16, 1521, 289, 9896, 1384, 1718, 19, 12451, 22, 1035, 621, 53, 10456, 8, 70, 12916, 31, 55, 29166, 707, 310, 37, 567, 16, 89, 479, 1217, 246, 170, 10, 12, 8, 6744, 10, 23, 50207, 0]",0.5925925925925926
"[True, False]","[27, 8431]",[False],[150],0.6296296296296297
"[False, True]","[19, 347]",[],[],0.4074074074074074
"[False, True, True, True, True]","[128, 164, 29, 50207, 840]","[False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, False, True]","[45306, 90, 8201, 971, 289, 10456, 32, 142, 89, 180, 1718, 1217, 969, 24, 2768, 5532, 32, 53, 1358, 180, 30, 2413, 707, 5047, 1539]",0.5925925925925926
"[True, True, True, False, True, True, True, True]","[10919, 1050, 60, 0, 1072, 1531, 9920, 75]","[True, True, True, False, True, True, True, False, True, True, False, True, False, True, True, True, False, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True]","[1594, 1486, 9896, 372, 146, 6708, 655, 888, 5667, 71, 6, 9629, 338, 4008, 971, 10194, 667, 860, 2277, 1026, 1141, 306, 1697, 1912, 810, 366, 804, 97, 3257, 894, 542, 2530, 266, 14891, 2152, 163, 121, 475, 31, 4765, 4169, 12289, 242, 180, 112, 4116, 682, 888, 156, 22816, 203]",0.5925925925925926
"[False, True, False, True, False, False]","[3241, 4, 10, 1848, 7030, 77767]","[False, False, True, True, False, True, False, False, False, False, True, False, True, True, True, False, False, False, False, True, False, False, False, False, True, False, True, True, False, False, False, True, False, True, False, False, False, True, False, False, True, False, True, False, True, False, True, True, True, False, False, False, False, True, True, True, True, False, False, True, True, False, False, True, False, True, True, False, True, True, False, False, True, True, True, True, False, False, False, False, False, False, False, True, False, False, False, True, False, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, True, False, False, True, False, True, True]","[160, 1708, 139, 1, 347, 514, 8134, 188, 58, 59, 3413, 709, 56, 1078, 2, 6554, 13163, 454, 568, 3, 283, 634, 7668, 327, 54, 15, 1264, 31, 761, 450, 68, 424, 23, 0, 0, 60, 333, 744, 5138, 483, 8, 89, 3680, 34, 54, 0, 485, 113, 3879, 114, 613, 297, 23, 270, 518, 158, 0, 10, 30, 1166, 0, 29, 243, 11, 74, 47, 203, 265, 65, 2957, 32, 463, 2, 11048, 61, 580, 2633, 1198, 25, 1129, 7, 0, 23, 105, 65, 9332, 11661, 37, 12, 206, 6719, 0, 16, 116, 4892, 90250, 2294, 15648, 5138, 14638, 19, 87, 0, 15, 509, 110, 1179, 0, 3036, 74, 4, 29, 124, 222, 266, 3197, 1, 116, 679]",0.5185185185185185
[True],[20],[],[],0.3703703703703704
"[True, True, True]","[19, 23, 6858]","[True, True]","[124, 1491]",0.3333333333333333
"[True, True, True]","[22, 12, 299]","[True, True, True, True]","[13, 9237, 79, 4468]",0.25925925925925924
"[True, True, True, True, True, True]","[84, 15, 518, 4093, 10456, 36525]","[True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, False, True, True]","[9896, 592, 4132, 1528, 5182, 12, 3413, 621, 188, 1509, 1141, 29166, 455, 9, 16, 494, 26, 7884, 209, 2256, 0, 3033, 0, 1502, 109247, 19162, 310, 203]",0.5185185185185185
"[False, False, False]","[2, 1994, 5810]","[False, False, True, False, False, False]","[1952, 11, 3416, 0, 69, 2893]",0.4814814814814814
"[False, False, True]","[0, 4722, 10126]","[True, False, True]","[3, 3396, 365]",0.48148148148148157
"[False, False, False]","[91, 5956, 5047]","[True, False, False, False, False, False, True, True, False, True, False, False, False, True, False, True, False, False, False, False, True, False, False, False, False, False, True, False, True, True, True, True, False, False]","[4, 45306, 2, 3, 286, 92, 2768, 50207, 2, 9037, 86, 286, 213, 1665, 39358, 10045, 24, 26, 0, 69, 982, 3143, 7999, 92, 1749, 14, 54, 1358, 30, 11684, 1539, 8201, 86, 15897]",0.5925925925925924
"[False, True, True]","[4208, 0, 3680]","[True, True, False, True, True, False, True, False, True, False, False, False, True, False, True, True, True, True, False]","[37, 13, 0, 33, 3, 77767, 12, 14638, 36, 2588, 87, 463, 8, 509, 2, 12, 3197, 53, 3241]",0.25925925925925924
"[True, False, False]","[75, 187, 249]",[False],[0],0.4814814814814814
"[True, True]","[16, 22325]",[True],[131],0.6296296296296297
"[False, True, False, False]","[730, 9, 5393, 2232]","[False, False, True, False]","[3032, 1350, 2225, 12]",0.5555555555555555
"[False, False, True, True, False]","[404, 8, 249, 4996, 3618]","[True, False, False, False, False, False, False, True, True, True, True, False, True, False, True, True, True, True, True, False, True, False, True]","[67, 5381, 55, 180, 979, 36, 105, 1294, 138, 8832, 11048, 264, 5483, 368, 923, 92, 18572, 189, 27, 368, 1773, 1063, 5701]",0.5555555555555557
"[True, True, True, False, True]","[29, 5, 2, 1907, 921]","[True, True, True, True, True, True, True, True]","[2960, 11048, 8, 2258, 66, 17219, 52, 95]",0.6296296296296297
"[True, False, True, True]","[153, 701, 58, 7902]","[True, True, True, True]","[24, 90, 60, 145]",0.4814814814814814
"[True, True, True, True, True, True]","[103, 1706, 1156, 3257, 1697, 8519]","[True, True, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True]","[32, 46, 753, 844, 888, 5511, 188, 1369, 216, 5511, 11, 2277, 127, 146, 3364, 226, 2927, 1491, 810, 219, 3988, 3354, 266, 0, 1, 59, 130, 121, 12226, 4765, 31, 9, 237, 3705, 682, 14062, 927, 75, 203, 10106, 77, 6708, 5667, 12226, 6, 4008, 5966, 21, 3822, 10194, 860, 1026, 96, 3372, 306, 1247, 142, 227, 894, 9920, 14891, 2152, 18, 163, 12289, 242, 180, 4116, 113, 116]",0.5555555555555557
"[False, False, False, False, False]","[368, 36, 404, 5381, 3618]","[False, False, False, True, False, False, True, False, False, True]","[264, 368, 180, 4996, 105, 8, 249, 1063, 55, 138]",0.4444444444444444
"[True, True, False]","[503, 479, 91]","[True, True, True, True, False, True, True, True, True, True]","[583, 11048, 1548, 2046, 723, 77, 365, 17, 27, 14]",0.7777777777777778
"[True, True, True, False]","[6, 2, 9, 980]","[False, False, False, True, True, True, True]","[0, 0, 1019, 732, 13, 14, 8834]",0.5925925925925926
"[True, True, True, True, False, True, False]","[20, 564, 133, 0, 137, 506, 10105]","[True, False, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, False, True, True, True, False, False, True]","[0, 0, 365, 0, 0, 1307, 331, 2014, 285, 72, 188, 180, 831, 48334, 0, 10, 3372, 178, 1010, 33815, 199, 8, 32, 831]",0.2962962962962963
"[True, True, False]","[9, 24, 1242]",[],[],0.6666666666666666
"[True, True, False]","[290, 32, 7092]",[],[],0.6666666666666666
"[True, True, True, False, True, True]","[88, 59, 45, 0, 10374, 4247]","[True, True, True, True, True, True]","[25431, 10374, 107, 4350, 114, 3133]",0.5555555555555556
"[False, True, True, True]","[151, 571, 5750, 11128]","[False, False, True, False]","[4100, 3177, 1770, 112]",0.5555555555555556
[True],[749],[],[],0.48148148148148145
"[False, False, False, False]","[7, 251, 0, 1118]",[],[],0.4444444444444444
"[True, True]","[0, 4404]",[],[],0.4444444444444444
"[True, True, False, True, False]","[2, 1, 175, 31, 942]","[True, True, False]","[12, 10456, 567]",0.4444444444444444
"[False, True, True]","[0, 1078, 24]","[False, False, False, False, False, False, False, False]","[0, 0, 77767, 65, 568, 58, 613, 10]",0.4074074074074074
"[True, True, True, False, True, True, True]","[10, 291, 1330, 0, 1594, 9629, 2073]","[True, True, True, True, True]","[9896, 655, 11, 9920, 1141]",0.48148148148148145
"[True, True, True]","[311, 10, 1]",[],[],0.1851851851851852
"[False, True]","[1569, 387]",[],[],0.4074074074074074
"[False, False]","[942, 13141]",[False],[0],0.1851851851851852
"[True, True, True]","[17, 3879, 3036]","[True, True, True, True, True, True, True, False, True, True, True, False, True]","[1848, 65, 1206, 424, 744, 92, 1055, 1305, 82, 485, 17, 9332, 518]",0.6296296296296297
"[True, True, True]","[4165, 1301, 337]","[False, True, True, False, False, True, True, False, True, False, True]","[3155, 10, 6176, 6230, 2743, 311, 0, 6880, 8718, 1772, 1]",0.6666666666666666
"[False, True, False, False]","[4, 196, 3396, 6012]","[True, True, False, True]","[10126, 3, 673, 365]",0.5555555555555556
"[True, True]","[815, 12705]","[True, False, False, False]","[396, 3686, 6512, 4443]",0.5185185185185185
"[True, True, False]","[0, 1033, 4195]",[],[],0.2962962962962963
"[True, True, True, True, False, True, True, False]","[27, 10, 387, 21, 4457, 4241, 1668, 768]",[],[],0.2962962962962963
"[True, True, True]","[1718, 5069, 2853]","[False, False, True, True, True, True, True]","[53, 289, 10456, 89, 1217, 50207, 2165]",0.5925925925925924
"[True, True]","[534, 6719]","[False, False, True, True, True, True, False, False, False, False, True, False, True, False, False, False, True, True, True, True]","[34698, 77767, 272, 77, 352, 287, 2294, 74, 5415, 15, 1863, 110, 61, 16753, 0, 8183, 2518, 24616, 248, 163]",0.2962962962962963
[True],[24],[],[],0.1851851851851852
"[True, False]","[684, 0]","[True, True]","[70, 18208]",0.4814814814814814
"[False, True, False, True]","[1, 25, 187, 3203]",[],[],0.3703703703703704
"[True, True, False, True]","[0, 372, 3342, 9341]","[True, True, True]","[11, 2, 21690]",0.4444444444444444
"[True, False, True, True, True]","[244, 0, 18, 1032, 1546]","[True, True, True, True, True, True, False, True, True, False]","[73, 1546, 27, 189, 16, 1486, 2163, 1179, 226, 0]",0.4074074074074074
"[True, False, True]","[11018, 18315, 16]",[],[],0.6296296296296297
"[True, False, True]","[20, 0, 161]","[True, True, False, True, True, True, False, False, True, True, True, True, False, False, True, False]","[135, 508, 3672, 8, 478, 6953, 2964, 109, 0, 49, 1000, 2720, 483, 781, 92, 12173]",0.4074074074074074
"[False, True]","[1569, 387]",[],[],0.4074074074074074
"[False, False]","[942, 13141]",[False],[0],0.1851851851851852
"[True, True, True]","[17, 3879, 3036]","[True, True, True, True, True, True, True, False, True, True, True, False, True]","[1848, 65, 1206, 424, 744, 92, 1055, 1305, 82, 485, 17, 9332, 518]",0.6296296296296297
"[True, True, True, True, False, True, True, False]","[27, 10, 387, 21, 4457, 4241, 1668, 768]",[],[],0.2962962962962963
"[True, True]","[534, 6719]","[False, False, True, True, True, True, False, False, False, False, True, False, True, False, False, False, True, True, True, True]","[34698, 77767, 272, 77, 352, 287, 2294, 74, 5415, 15, 1863, 110, 61, 16753, 0, 8183, 2518, 24616, 248, 163]",0.2962962962962963
"[True, True, True]","[118, 80, 0]",[],[],0.5555555555555555
"[False, True]","[57, 9134]",[],[],0.2222222222222222
"[True, True, True, True, True, False]","[6176, 4165, 1, 311, 10, 2743]","[True, True, True, True, True, True, True, True]","[9, 42, 337, 305, 4, 1301, 304, 12]",0.4814814814814814
"[False, False, False, False]","[30905, 4, 8, 19]",[],[],0.2962962962962963
"[True, True, True, True, False]","[5, 16, 35, 7, 3027]",[],[],0.4444444444444444
"[True, True, True]","[1718, 5069, 2853]","[False, False, True, True, True, True, True]","[53, 289, 10456, 89, 1217, 50207, 2165]",0.5925925925925924
"[True, True]","[4, 205]",[True],[0],0.6666666666666666
"[False, False, True]","[20176, 222, 3997]","[True, True, False, False, True, True, False, True, True, True, False, True, False, True, True]","[211, 139, 77767, 4892, 25449, 9970, 14638, 143, 11, 23, 74, 1214, 0, 187, 22]",0.40740740740740744
"[True, True, True, True, True, False]","[2, 1230, 652, 245, 2584, 1029]","[True, False, True]","[2504, 59057, 4354]",0.5185185185185185
"[True, True, False, False]","[2, 50, 0, 0]",[],[],0.4444444444444445
"[False, False, True]","[0, 21377, 1359]",[],[],0.4074074074074074
"[True, True, True]","[3, 51, 12876]",[],[],0.5185185185185186
"[True, True, False]","[42, 10, 2743]","[True, True, True, True]","[4165, 6176, 311, 1]",0.5185185185185185
"[True, False, False, False]","[688, 1041, 1036, 988]","[False, True, True]","[5036, 836, 643]",0.5185185185185185
[True],[0],[],[],0.2592592592592593
"[False, False]","[804, 1422]",[],[],0.3333333333333333
"[True, True, True, True]","[3, 0, 27, 1279]","[False, False]","[60, 7030]",0.29629629629629634
"[True, True, True, True]","[192, 0, 676, 1757]","[True, False]","[180, 327]",0.5555555555555555
"[True, True, True, True]","[5, 54, 867, 2168]",[],[],0.6296296296296295
"[True, True]","[10, 6188]",[],[],0.48148148148148157
"[False, True, False]","[59, 103, 5966]","[False, True, True, False, True, False, True, False, False, True, True, False]","[1552, 1697, 8519, 639, 3257, 2002, 1706, 1266, 10093, 1156, 16, 17160]",0.5185185185185185
"[True, True]","[5, 364]",[],[],0.7777777777777778
"[True, True]","[2, 0]",[],[],0.1111111111111111
"[True, True, True]","[15, 8, 5252]",[],[],0.5555555555555555
"[True, True]","[59559, 282]","[False, False, True, True]","[0, 69, 1685, 1131]",0.48148148148148157
[False],[2],[],[],0.22222222222222218
"[True, True, False]","[30, 443, 8722]","[True, True, True, True, True, True, True, True, True, True, True, False, True]","[103, 675, 348, 579, 24219, 11048, 0, 130, 2549, 2028, 10, 2284, 21]",0.3703703703703704
"[False, True, True, True, True]","[2588, 65, 579, 24219, 2549]","[True, True, True, True, True, False, True, False, False, True, True, True, True, True, True, True, True, True, True]","[0, 406, 3, 7, 352, 203, 7, 0, 8720, 3680, 8575, 649, 130, 2028, 248, 10, 24616, 1252, 443]",0.4814814814814814
"[True, True, True, False, True, True, True]","[209, 455, 26, 0, 84, 4132, 3033]","[True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True]","[13, 1625, 124, 1502, 517, 149, 592, 3249, 844, 2768, 6, 32, 12451, 7567, 1509, 188, 153, 10456, 230, 1617, 19, 30497, 47, 1247, 36525, 132, 15, 1146, 48, 246, 2256, 22, 0, 988, 148, 1502, 518, 4354, 24, 4093, 8201, 203]",0.3333333333333333
"[False, False, False]","[5, 2616, 334]","[True, False, False, False, False]","[1787, 33, 25, 0, 14]",0.6296296296296297
"[True, False]","[629, 0]",[],[],0.6296296296296297
"[True, False]","[8964, 749]",[],[],0.1851851851851852
"[True, True, True, False]","[10, 10456, 246, 6744]","[True, True, True, False, False, True, True, False, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, False, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False]","[621, 267, 16, 289, 35233, 9896, 1384, 1528, 1718, 844, 1315, 4409, 19, 12451, 32, 22, 1035, 621, 53, 13, 2038, 81, 3628, 8, 230, 70, 215, 12916, 31, 14437, 1035, 29166, 707, 310, 192, 567, 932, 12714, 1247, 22, 89, 1217, 132, 1647, 170, 10, 12, 3033, 8, 109247, 23, 50207, 0]",0.3703703703703704
"[True, True, True]","[2, 449, 3439]","[True, True, True]","[2, 76, 8]",0.3703703703703704
"[False, False, True, True]","[57651, 1029, 191, 3627]","[True, True, True, True, True, True, False, True, False]","[230, 9289, 23, 44, 1896, 27, 3, 407, 10454]",0.4074074074074074
"[True, True, False]","[24, 7902, 701]","[True, True, True, True, True]","[90, 153, 145, 58, 60]",0.40740740740740744
"[True, True, True, True, True]","[66, 420, 351, 68, 316]",[],[],0.4074074074074074
"[True, True, True]","[1, 277, 10841]",[],[],0.33333333333333326
